ARTICULO;INCLUYE;DIM;POTENCIA;T_COLOR;ANGULO;FLUJO;CRI;IP;COLOR;DIMENCIONES;CUT_OUT;CATEGORIA;PRECIO;FAMILIA;ESTADO;INGRESO_APROXIMADO;DESCRIPCION;IMGPRODUCTOS ;PRODUCTOACTUALIZACION;MARCO;CANTIDAD
06.71.4565.03;LE;DALI;7W;3000K;46;548lm;80;20;blanco tex.;75x112x85mm;83mm;1;4495;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4265.06;LE;TRIAC;7W;3000K;46;548lm;80;20;negro tex.;75x112x85mm;83mm;1;3005;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4565.06;LE;DALI;7W;3000K;46;548lm;80;20;negro tex.;75x112x85mm;83mm;1;4725;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4269.03;LE;TRIAC;13W;2700K;21;1194lm;80;20;blanco tex.;75x112x103mm;83mm;1;3863;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4569.03;LE;DALI;13W;2700K;21;1194lm;80;20;blanco tex.;75x112x103mm;83mm;1;5583;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4269.06;LE;TRIAC;13W;2700K;21;1194lm;80;20;negro tex.;75x112x103mm;83mm;1;4093;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4569.06;LE;DALI;13W;2700K;21;1194lm;80;20;negro tex.;75x112x103mm;83mm;1;5813;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4271.03;LE;TRIAC;13W;3000K;21;1194lm;80;20;blanco tex.;75x112x103mm;83mm;1;3863;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4571.03;LE;DALI;13W;3000K;21;1194lm;80;20;blanco tex.;75x112x103mm;83mm;1;5583;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4271.06;LE;TRIAC;13W;3000K;21;1194lm;80;20;negro tex.;75x112x103mm;83mm;1;4093;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4571.06;LE;DALI;13W;3000K;21;1194lm;80;20;negro tex.;75x112x103mm;83mm;1;5813;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4275.03;LE;TRIAC;13W;2700K;33;1166lm;80;20;blanco tex.;75x112x103mm;83mm;1;3863;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4575.03;LE;DALI;13W;2700K;33;1166lm;80;20;blanco tex.;75x112x103mm;83mm;1;5583;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4275.06;LE;TRIAC;13W;2700K;33;1166lm;80;20;negro tex.;75x112x103mm;83mm;1;4093;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4575.06;LE;DALI;13W;2700K;33;1166lm;80;20;negro tex.;75x112x103mm;83mm;1;5813;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4277.03;LE;TRIAC;13W;3000K;33;1166lm;80;20;blanco tex.;75x112x103mm;83mm;1;3863;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4577.03;LE;DALI;13W;3000K;33;1166lm;80;20;blanco tex.;75x112x103mm;83mm;1;5583;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4277.06;LE;TRIAC;13W;3000K;33;1166lm;80;20;negro tex.;75x112x103mm;83mm;1;4093;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4577.06;LE;DALI;13W;3000K;33;1166lm;80;20;negro tex.;75x112x103mm;83mm;1;5813;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4281.03;LE;TRIAC;13W;2700K;48;1100lm;80;20;blanco tex.;75x112x103mm;83mm;1;3863;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4581.03;LE;DALI;13W;2700K;48;1100lm;80;20;blanco tex.;75x112x103mm;83mm;1;5583;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4281.06;LE;TRIAC;13W;2700K;48;1100lm;80;20;negro tex.;75x112x103mm;83mm;1;4093;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4581.06;LE;DALI;13W;2700K;48;1100lm;80;20;negro tex.;75x112x103mm;83mm;1;5813;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4283.03;LE;TRIAC;13W;3000K;48;1100lm;80;20;blanco tex.;75x112x103mm;83mm;1;3863;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4583.03;LE;DALI;13W;3000K;48;1100lm;80;20;blanco tex.;75x112x103mm;83mm;1;5583;FEDRO;1;NULL;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4583.06;LE;TRIAC;13W;3000K;48;1100lm;80;20;negro tex.;75x112x103mm;83mm;1;5813;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.4583.06;LE;DALI;13W;3000K;48;1100lm;80;20;negro tex.;75x112x103mm;83mm;1;5813;FEDRO;1;A pedido;FEDRO R /    Recedido s/ marco. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5101.03;LE;NULL;3,2W;2700K;27;316lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;1775;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5101.06;LE;NULL;3,2W;2700K;27;316lm;80;20;negro tex.;65x65x50mm;60x60mm;1;1965;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5150.03;LE;NULL;3,2W;3000K;27;316lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;1775;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5150.06;LE;NULL;3,2W;3000K;27;316lm;80;20;negro tex.;65x65x50mm;60x60mm;1;1965;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5105.03;LE;NULL;3,2W;2700K;37;333lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;1775;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5105.06;LE;NULL;3,2W;2700K;37;333lm;80;20;negro tex.;65x65x50mm;60x60mm;1;1965;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5154.03;LE;NULL;3,2W;3000K;37;333lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;1775;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5154.06;LE;NULL;3,2W;3000K;37;333lm;80;20;negro tex.;65x65x50mm;60x60mm;1;1965;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5111.03;LE;NULL;3,2W;2700K;47;306lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;1775;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5111.06;LE;NULL;3,2W;2700K;47;306lm;80;20;negro tex.;65x65x50mm;60x60mm;1;1965;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5160.03;LE;NULL;3,2W;3000K;47;306lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;1775;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5160.06;LE;NULL;3,2W;3000K;47;306lm;80;20;negro tex.;65x65x50mm;60x60mm;1;1965;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5113.03;LE;NULL;7W;2700K;28;533lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;2409;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5113.06;LE;NULL;7W;2700K;28;533lm;80;20;negro tex.;65x65x50mm;60x60mm;1;2599;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5112.03;LE;NULL;7W;3000K;28;533lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;2409;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5112.06;LE;NULL;7W;3000K;28;533lm;80;20;negro tex.;65x65x50mm;60x60mm;1;2599;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5115.03;LE;NULL;7W;2700K;37;565lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;2409;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5115.06;LE;NULL;7W;2700K;37;565lm;80;20;negro tex.;65x65x50mm;60x60mm;1;2599;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5166.03;LE;NULL;7W;3000K;37;565lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;2409;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5166.06;LE;NULL;7W;3000K;37;565lm;80;20;negro tex.;65x65x50mm;60x60mm;1;2599;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5106.03;LE;NULL;7W;2700K;47;524lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;2409;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5106.06;LE;NULL;7W;2700K;47;524lm;80;20;negro tex.;65x65x50mm;60x60mm;1;2599;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5107.03;LE;NULL;7W;3000K;47;524lm;80;20;blanco tex.;65x65x50mm;60x60mm;1;2409;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5107.06;LE;NULL;7W;3000K;47;524lm;80;20;negro tex.;65x65x50mm;60x60mm;1;2599;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5251.03;LE;TRIAC;7W;2700K;15;546lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;2830;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5551.03;LE;DALI;7W;2700K;15;546lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;4550;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5251.06;LE;TRIAC;7W;2700K;15;546lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;3060;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5551.06;LE;DALI;7W;2700K;15;546lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;4780;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5253.03;LE;TRIAC;7W;3000K;15;546lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;2830;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5553.03;LE;DALI;7W;3000K;15;546lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;4550;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5253.06;LE;TRIAC;7W;3000K;15;546lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;3060;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5553.06;LE;DALI;7W;3000K;15;546lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;4780;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5257.03;LE;TRIAC;7W;2700K;28;547lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;2830;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5557.03;LE;DALI;7W;2700K;28;547lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;4550;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5257.06;LE;TRIAC;7W;2700K;28;547lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;3060;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5557.06;LE;DALI;7W;2700K;28;547lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;4780;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5259.03;LE;TRIAC;7W;3000K;28;547lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;2830;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5559.03;LE;DALI;7W;3000K;28;547lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;4550;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5259.06;LE;TRIAC;7W;3000K;28;547lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;3060;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5559.06;LE;DALI;7W;3000K;28;547lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;4780;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5263.03;LE;TRIAC;7W;2700K;50;521lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;2830;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5563.03;LE;DALI;7W;2700K;50;521lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;4550;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5263.06;LE;TRIAC;7W;2700K;50;521lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;3060;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5563.06;LE;DALI;7W;2700K;50;521lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;4780;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5265.03;LE;TRIAC;7W;3000K;50;521lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;2830;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5565.03;LE;DALI;7W;3000K;50;521lm;80;20;blanco tex.; 108x108x90mm;96x96mm;1;4550;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5265.06;LE;TRIAC;7W;3000K;50;521lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;3060;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5565.06;LE;DALI;7W;3000K;50;521lm;80;20;negro tex.; 108x108x90mm;96x96mm;1;4780;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5269.03;LE;TRIAC;13W;2700K;21;1148lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;3919;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5569.03;LE;DALI;13W;2700K;21;1148lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;5639;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5269.06;LE;TRIAC;13W;2700K;21;1148lm;80;20;negro tex.;108x108x108mm;96x96mm;1;4149;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5569.06;LE;DALI;13W;2700K;21;1148lm;80;20;negro tex.;108x108x108mm;96x96mm;1;5869;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5271.03;LE;TRIAC;13W;3000K;21;1148lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;3919;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5571.03;LE;DALI;13W;3000K;21;1148lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;5639;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5271.06;LE;TRIAC;13W;3000K;21;1148lm;80;20;negro tex.;108x108x108mm;96x96mm;1;4149;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5571.06;LE;DALI;13W;3000K;21;1148lm;80;20;negro tex.;108x108x108mm;96x96mm;1;5869;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5275.03;LE;TRIAC;13W;2700K;33;1150lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;3919;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5575.03;LE;DALI;13W;2700K;33;1150lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;5639;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5275.06;LE;TRIAC;13W;2700K;33;1150lm;80;20;negro tex.;108x108x108mm;96x96mm;1;4149;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5575.06;LE;DALI;13W;2700K;33;1150lm;80;20;negro tex.;108x108x108mm;96x96mm;1;5869;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5277.03;LE;TRIAC;13W;3000K;33;1150lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;3919;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5577.03;LE;DALI;13W;3000K;33;1150lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;5639;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5277.06;LE;TRIAC;13W;3000K;33;1150lm;80;20;negro tex.;108x108x108mm;96x96mm;1;4149;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5577.06;LE;DALI;13W;3000K;33;1150lm;80;20;negro tex.;108x108x108mm;96x96mm;1;5869;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5281.03;LE;TRIAC;13W;2700K;52;1104lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;3919;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5581.03;LE;DALI;13W;2700K;52;1104lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;5639;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5281.06;LE;TRIAC;13W;2700K;52;1104lm;80;20;negro tex.;108x108x108mm;96x96mm;1;4149;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5581.06;LE;DALI;13W;2700K;52;1104lm;80;20;negro tex.;108x108x108mm;96x96mm;1;5869;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5283.03;LE;TRIAC;13W;3000K;52;1104lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;3919;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5583.03;LE;DALI;13W;3000K;52;1104lm;80;20;blanco tex.;108x108x108mm;96x96mm;1;5639;FEDRO;1;NULL;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5283.06;LE;TRIAC;13W;3000K;52;1104lm;80;20;negro tex.;108x108x108mm;96x96mm;1;4149;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.5583.06;LE;DALI;13W;3000K;52;1104lm;80;20;negro tex.;108x108x108mm;96x96mm;1;5869;FEDRO;1;A pedido;FEDRO C /    Recedido. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9251.03;LE;TRIAC;2x7W;2700K;16;1048lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;5657;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9551.03;LE;DALI;2x7W;2700K;16;1048lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;7377;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9251.06;LE;TRIAC;2x7W;2700K;16;1048lm;80;20;negro tex.;203x110x90mm;185x100mm;1;6257;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9551.06;LE;DALI;2x7W;2700K;16;1048lm;80;20;negro tex.;203x110x90mm;185x100mm;1;7977;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9253.03;LE;TRIAC;2x7W;3000K;16;1048lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;5657;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9553.03;LE;DALI;2x7W;3000K;16;1048lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;7377;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9253.06;LE;TRIAC;2x7W;3000K;16;1048lm;80;20;negro tex.;203x110x90mm;185x100mm;1;6257;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9553.06;LE;DALI;2x7W;3000K;16;1048lm;80;20;negro tex.;203x110x90mm;185x100mm;1;7977;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9257.03;LE;TRIAC;2x7W;2700K;28;1066lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;5657;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9557.03;LE;DALI;2x7W;2700K;28;1066lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;7377;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9257.06;LE;TRIAC;2x7W;2700K;28;1066lm;80;20;negro tex.;203x110x90mm;185x100mm;1;6257;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9557.06;LE;DALI;2x7W;2700K;28;1066lm;80;20;negro tex.;203x110x90mm;185x100mm;1;7977;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9259.03;LE;TRIAC;2x7W;3000K;28;1066lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;5657;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9559.03;LE;DALI;2x7W;3000K;28;1066lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;7377;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9259.06;LE;TRIAC;2x7W;3000K;28;1066lm;80;20;negro tex.;203x110x90mm;185x100mm;1;6257;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9559.06;LE;DALI;2x7W;3000K;28;1066lm;80;20;negro tex.;203x110x90mm;185x100mm;1;7977;FEDRO;1;A pedido;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
06.71.9263.03;LE;TRIAC;2x7W;2700K;50;1028lm;80;20;blanco tex.;203x110x90mm;185x100mm;1;5657;FEDRO;1;NULL;FEDRO C /    Recedido x 2 luces. Con lente E: Incluye equipo electrónico.;NULL;NULL;0;100
